clip_name;video_name;dataset;source;url;fps;activity_label;action_id;start_time;end_time;duration;start_frame;end_frame;total_frames
icehockey_clip_42;The first test - hockey helmet cam;EOAD;YouTube;https://www.youtube.com/watch?v=NDCPvETPjNA;30;?cehockey;9;11000;30000;19;330;900;571
icehockey_clip_43;The first test - hockey helmet cam;EOAD;YouTube;https://www.youtube.com/watch?v=NDCPvETPjNA;30;?cehockey;9;63000;83000;20;1890;2490;601
icehockey_clip_44;The first test - hockey helmet cam;EOAD;YouTube;https://www.youtube.com/watch?v=NDCPvETPjNA;30;?cehockey;9;85000;111000;26;2550;3330;781
icehockey_clip_45;The first test - hockey helmet cam;EOAD;YouTube;https://www.youtube.com/watch?v=NDCPvETPjNA;30;?cehockey;9;135000;192000;57;4050;5760;1711
icehockey_clip_46;The first test - hockey helmet cam;EOAD;YouTube;https://www.youtube.com/watch?v=NDCPvETPjNA;30;?cehockey;9;195000;215000;20;5850;6450;601
icehockey_clip_47;The first test - hockey helmet cam;EOAD;YouTube;https://www.youtube.com/watch?v=NDCPvETPjNA;30;?cehockey;9;219000;262000;43;6570;7860;1291
icehockey_clip_48;The first test - hockey helmet cam;EOAD;YouTube;https://www.youtube.com/watch?v=NDCPvETPjNA;30;?cehockey;9;267000;300000;33;8010;9000;991
icehockey_clip_49;The first test - hockey helmet cam;EOAD;YouTube;https://www.youtube.com/watch?v=NDCPvETPjNA;30;?cehockey;9;333000;383000;50;9990;11490;1501
icehockey_clip_50;The first test - hockey helmet cam;EOAD;YouTube;https://www.youtube.com/watch?v=NDCPvETPjNA;30;?cehockey;9;385000;436000;51;11550;13080;1531
icehockey_clip_51;The first test - hockey helmet cam;EOAD;YouTube;https://www.youtube.com/watch?v=NDCPvETPjNA;30;?cehockey;9;496000;522000;26;14880;15660;781
icehockey_clip_52;The first test - hockey helmet cam;EOAD;YouTube;https://www.youtube.com/watch?v=NDCPvETPjNA;30;?cehockey;9;534000;559000;25;16020;16770;751
icehockey_clip_53;The first test - hockey helmet cam;EOAD;YouTube;https://www.youtube.com/watch?v=NDCPvETPjNA;30;?cehockey;9;566000;602000;36;16980;18060;1081
icehockey_clip_54;The first test - hockey helmet cam;EOAD;YouTube;https://www.youtube.com/watch?v=NDCPvETPjNA;30;?cehockey;9;609000;638000;29;18270;19140;871
icehockey_clip_55;The first test - hockey helmet cam;EOAD;YouTube;https://www.youtube.com/watch?v=NDCPvETPjNA;30;?cehockey;9;658000;692000;34;19740;20760;1021
icehockey_clip_56;The first test - hockey helmet cam;EOAD;YouTube;https://www.youtube.com/watch?v=NDCPvETPjNA;30;?cehockey;9;699000;718000;19;20970;21540;571
icehockey_clip_57;The first test - hockey helmet cam;EOAD;YouTube;https://www.youtube.com/watch?v=NDCPvETPjNA;30;?cehockey;9;802000;854000;52;24060;25620;1561
icehockey_clip_58;The first test - hockey helmet cam;EOAD;YouTube;https://www.youtube.com/watch?v=NDCPvETPjNA;30;?cehockey;9;859000;882000;23;25770;26460;691
icehockey_clip_59;The first test - hockey helmet cam;EOAD;YouTube;https://www.youtube.com/watch?v=NDCPvETPjNA;30;?cehockey;9;886000;947000;61;26580;28410;1831
icehockey_clip_60;The first test - hockey helmet cam;EOAD;YouTube;https://www.youtube.com/watch?v=NDCPvETPjNA;30;?cehockey;9;960000;980000;20;28800;29400;601
icehockey_clip_61;The first test - hockey helmet cam;EOAD;YouTube;https://www.youtube.com/watch?v=NDCPvETPjNA;30;?cehockey;9;981000;1004000;23;29430;30120;691
icehockey_clip_62;The first test - hockey helmet cam;EOAD;YouTube;https://www.youtube.com/watch?v=NDCPvETPjNA;30;?cehockey;9;1024000;1052000;28;30720;31560;841
icehockey_clip_63;1st POV hockey game;EOAD;YouTube;https://www.youtube.com/watch?v=i3YiyGrGvMg;30;?cehockey;9;0;26000;26;0;780;781
icehockey_clip_64;1st POV hockey game;EOAD;YouTube;https://www.youtube.com/watch?v=i3YiyGrGvMg;30;?cehockey;9;41400;69000;27.6;1242;2070;829
icehockey_clip_65;1st POV hockey game;EOAD;YouTube;https://www.youtube.com/watch?v=i3YiyGrGvMg;30;?cehockey;9;70000;89000;19;2100;2670;571
icehockey_clip_66;1st POV hockey game;EOAD;YouTube;https://www.youtube.com/watch?v=i3YiyGrGvMg;30;?cehockey;9;94000;113000;19;2820;3390;571
icehockey_clip_67;1st POV hockey game;EOAD;YouTube;https://www.youtube.com/watch?v=i3YiyGrGvMg;30;?cehockey;9;114000;124000;10;3420;3720;301
icehockey_clip_68;1st POV hockey game;EOAD;YouTube;https://www.youtube.com/watch?v=i3YiyGrGvMg;30;?cehockey;9;125000;148000;23;3750;4440;691
icehockey_clip_69;1st POV hockey game;EOAD;YouTube;https://www.youtube.com/watch?v=i3YiyGrGvMg;30;?cehockey;9;167000;188000;21;5010;5640;631
icehockey_clip_70;1st POV hockey game;EOAD;YouTube;https://www.youtube.com/watch?v=i3YiyGrGvMg;30;?cehockey;9;189000;211000;22;5670;6330;661
icehockey_clip_71;1st POV hockey game;EOAD;YouTube;https://www.youtube.com/watch?v=i3YiyGrGvMg;30;?cehockey;9;231700;296000;64.3;6951;8880;1930
icehockey_clip_72;1st POV hockey game;EOAD;YouTube;https://www.youtube.com/watch?v=i3YiyGrGvMg;30;?cehockey;9;297000;364000;67;8910;10920;2011
icehockey_clip_73;1st POV hockey game;EOAD;YouTube;https://www.youtube.com/watch?v=i3YiyGrGvMg;30;?cehockey;9;396000;416000;20;11880;12480;601
icehockey_clip_74;1st POV hockey game;EOAD;YouTube;https://www.youtube.com/watch?v=i3YiyGrGvMg;30;?cehockey;9;417000;444000;27;12510;13320;811
icehockey_clip_75;1st POV hockey game;EOAD;YouTube;https://www.youtube.com/watch?v=i3YiyGrGvMg;30;?cehockey;9;445000;455000;10;13350;13650;301
icehockey_clip_76;1st POV hockey game;EOAD;YouTube;https://www.youtube.com/watch?v=i3YiyGrGvMg;30;?cehockey;9;456000;473000;17;13680;14190;511
icehockey_clip_77;1st POV hockey game;EOAD;YouTube;https://www.youtube.com/watch?v=i3YiyGrGvMg;30;?cehockey;9;474000;490000;16;14220;14700;481
icehockey_clip_78;1st POV hockey game;EOAD;YouTube;https://www.youtube.com/watch?v=i3YiyGrGvMg;30;?cehockey;9;491500;523000;31.5;14745;15690;946
icehockey_clip_79;1st POV hockey game;EOAD;YouTube;https://www.youtube.com/watch?v=i3YiyGrGvMg;30;?cehockey;9;547000;573000;26;16410;17190;781
icehockey_clip_80;1st POV hockey game;EOAD;YouTube;https://www.youtube.com/watch?v=i3YiyGrGvMg;30;?cehockey;9;574700;589000;14.3;17241;17670;430
icehockey_clip_81;1st POV hockey game;EOAD;YouTube;https://www.youtube.com/watch?v=i3YiyGrGvMg;30;?cehockey;9;590000;601000;11;17700;18030;331
icehockey_clip_82;POV hockey 2 (grinding it out);EOAD;YouTube;https://www.youtube.com/watch?v=xBMJAmFMaOU;30;?cehockey;9;0;16000;16;0;480;481
icehockey_clip_83;POV hockey 2 (grinding it out);EOAD;YouTube;https://www.youtube.com/watch?v=xBMJAmFMaOU;30;?cehockey;9;17000;28000;11;510;840;331
icehockey_clip_84;POV hockey 2 (grinding it out);EOAD;YouTube;https://www.youtube.com/watch?v=xBMJAmFMaOU;30;?cehockey;9;35500;42000;6.5;1065;1260;196
icehockey_clip_85;POV hockey 2 (grinding it out);EOAD;YouTube;https://www.youtube.com/watch?v=xBMJAmFMaOU;30;?cehockey;9;43000;66000;23;1290;1980;691
icehockey_clip_86;POV hockey 2 (grinding it out);EOAD;YouTube;https://www.youtube.com/watch?v=xBMJAmFMaOU;30;?cehockey;9;66500;76000;9.5;1995;2280;286
icehockey_clip_87;POV hockey 2 (grinding it out);EOAD;YouTube;https://www.youtube.com/watch?v=xBMJAmFMaOU;30;?cehockey;9;77500;125000;47.5;2325;3750;1426
icehockey_clip_88;POV hockey 2 (grinding it out);EOAD;YouTube;https://www.youtube.com/watch?v=xBMJAmFMaOU;30;?cehockey;9;150500;166000;15.5;4515;4980;466
icehockey_clip_89;POV hockey 2 (grinding it out);EOAD;YouTube;https://www.youtube.com/watch?v=xBMJAmFMaOU;30;?cehockey;9;166500;177000;10.5;4995;5310;316
icehockey_clip_90;POV hockey 2 (grinding it out);EOAD;YouTube;https://www.youtube.com/watch?v=xBMJAmFMaOU;30;?cehockey;9;178500;194000;15.5;5355;5820;466
icehockey_clip_91;POV hockey 2 (grinding it out);EOAD;YouTube;https://www.youtube.com/watch?v=xBMJAmFMaOU;30;?cehockey;9;195000;233000;38;5850;6990;1141
icehockey_clip_92;POV hockey 2 (grinding it out);EOAD;YouTube;https://www.youtube.com/watch?v=xBMJAmFMaOU;30;?cehockey;9;234400;261000;26.6;7032;7830;799
icehockey_clip_93;POV hockey 2 (grinding it out);EOAD;YouTube;https://www.youtube.com/watch?v=xBMJAmFMaOU;30;?cehockey;9;262000;314000;52;7860;9420;1561
icehockey_clip_94;POV hockey 2 (grinding it out);EOAD;YouTube;https://www.youtube.com/watch?v=xBMJAmFMaOU;30;?cehockey;9;315500;327000;11.5;9465;9810;346
icehockey_clip_95;POV hockey 2 (grinding it out);EOAD;YouTube;https://www.youtube.com/watch?v=xBMJAmFMaOU;30;?cehockey;9;327800;361000;33.2;9834;10830;997
icehockey_clip_96;POV hockey 2 (grinding it out);EOAD;YouTube;https://www.youtube.com/watch?v=xBMJAmFMaOU;30;?cehockey;9;371400;380000;8.6;11142;11400;259
icehockey_clip_97;Fighting at an Ice Hockey Drop-In?! GoPro Hockey;EOAD;YouTube;https://www.youtube.com/watch?v=GypvLFEjCR4;29.97;?cehockey;9;0;37000;37;0;1109;1110
icehockey_clip_98;Fighting at an Ice Hockey Drop-In?! GoPro Hockey;EOAD;YouTube;https://www.youtube.com/watch?v=GypvLFEjCR4;29.97;?cehockey;9;38000;59000;21;1139;1768;630
icehockey_clip_99;Fighting at an Ice Hockey Drop-In?! GoPro Hockey;EOAD;YouTube;https://www.youtube.com/watch?v=GypvLFEjCR4;29.97;?cehockey;9;60000;77800;17.8;1798;2332;535
icehockey_clip_100;Fighting at an Ice Hockey Drop-In?! GoPro Hockey;EOAD;YouTube;https://www.youtube.com/watch?v=GypvLFEjCR4;29.97;?cehockey;9;78100;121800;43.7;2341;3650;1310
icehockey_clip_101;Fighting at an Ice Hockey Drop-In?! GoPro Hockey;EOAD;YouTube;https://www.youtube.com/watch?v=GypvLFEjCR4;29.97;?cehockey;9;122000;143400;21.4;3656;4298;643
icehockey_clip_102;Fighting at an Ice Hockey Drop-In?! GoPro Hockey;EOAD;YouTube;https://www.youtube.com/watch?v=GypvLFEjCR4;29.97;?cehockey;9;143800;162500;18.7;4310;4870;561
icehockey_clip_103;Fighting at an Ice Hockey Drop-In?! GoPro Hockey;EOAD;YouTube;https://www.youtube.com/watch?v=GypvLFEjCR4;29.97;?cehockey;9;163000;184000;21;4885;5514;630
icehockey_clip_104;Fighting at an Ice Hockey Drop-In?! GoPro Hockey;EOAD;YouTube;https://www.youtube.com/watch?v=GypvLFEjCR4;29.97;?cehockey;9;185500;225000;39.5;5559;6743;1185
icehockey_clip_105;Fighting at an Ice Hockey Drop-In?! GoPro Hockey;EOAD;YouTube;https://www.youtube.com/watch?v=GypvLFEjCR4;29.97;?cehockey;9;225300;236000;10.7;6752;7073;322
icehockey_clip_106;Fighting at an Ice Hockey Drop-In?! GoPro Hockey;EOAD;YouTube;https://www.youtube.com/watch?v=GypvLFEjCR4;29.97;?cehockey;9;250400;268600;18.2;7504;8050;547
icehockey_clip_107;Fighting at an Ice Hockey Drop-In?! GoPro Hockey;EOAD;YouTube;https://www.youtube.com/watch?v=GypvLFEjCR4;29.97;?cehockey;9;284000;312000;28;8511;9351;841
icehockey_clip_108;Fighting at an Ice Hockey Drop-In?! GoPro Hockey;EOAD;YouTube;https://www.youtube.com/watch?v=GypvLFEjCR4;29.97;?cehockey;9;444000;469000;25;13307;14056;750
jetski_clip_1;Jet ski POV drive test on board with GoPro camera. Top speed in driver seat;EOAD;YouTube;https://www.youtube.com/watch?v=si8uNN9Kluk;30;jetski;10;0;488000;488;0;14640;14641
jetski_clip_2;Jet ski/On board/300Ch;EOAD;YouTube;https://www.youtube.com/watch?v=xxPs0drXN0U;30;jetski;10;150000;570000;420;4500;17100;12601
jetski_clip_3;ON FAIT RAGER LE MONITEUR DE JET SKI;EOAD;YouTube;https://www.youtube.com/watch?v=gLu0tvS1gN8;30;jetski;10;120000;134000;14;3600;4020;421
jetski_clip_4;ON FAIT RAGER LE MONITEUR DE JET SKI;EOAD;YouTube;https://www.youtube.com/watch?v=gLu0tvS1gN8;30;jetski;10;173000;205000;32;5190;6150;961
jetski_clip_5;ON FAIT RAGER LE MONITEUR DE JET SKI;EOAD;YouTube;https://www.youtube.com/watch?v=gLu0tvS1gN8;30;jetski;10;207000;223000;16;6210;6690;481
jetski_clip_6;ON FAIT RAGER LE MONITEUR DE JET SKI;EOAD;YouTube;https://www.youtube.com/watch?v=gLu0tvS1gN8;30;jetski;10;390000;413000;23;11700;12390;691
jetski_clip_7;ON FAIT RAGER LE MONITEUR DE JET SKI;EOAD;YouTube;https://www.youtube.com/watch?v=gLu0tvS1gN8;30;jetski;10;414000;431000;17;12420;12930;511
jetski_clip_8;Beadnell Bay, Northumberland - POV Jetski Wave Jumping;EOAD;YouTube;https://www.youtube.com/watch?v=Uu3T7flzwhQ;29.97;jetski;10;7000;600000;593;210;17982;17773
jetski_clip_9;BIG Jetski JUMPS !!;EOAD;YouTube;https://www.youtube.com/watch?v=mTU0qMjBpA8;30;jetski;10;7000;68000;61;210;2040;1831
jetski_clip_10;Raw jet ski footage;EOAD;YouTube;https://www.youtube.com/watch?v=C9eSZkixn3g;29.97;jetski;10;22000;584000;562;659;17502;16844
jetski_clip_11;SeaDoo RXT260 ride.....it's supercharged!...and redonkulous!;EOAD;YouTube;https://www.youtube.com/watch?v=5hd0sHGBntM;29.97;jetski;10;328000;493000;165;9830;14775;4946
jetski_clip_12;SeaDoo RXT260 ride.....it's supercharged!...and redonkulous!;EOAD;YouTube;https://www.youtube.com/watch?v=5hd0sHGBntM;29.97;jetski;10;501000;670000;169;15015;20080;5066
jetski_clip_13;Stock 2018 Sea Doo Spark Trixx POV! Top Speed, Wavies, 180s and more.;EOAD;YouTube;https://www.youtube.com/watch?v=PHQLkucb8s8;29.97;jetski;10;210000;306000;96;6294;9171;2878
jetski_clip_14;Stock 2018 Sea Doo Spark Trixx POV! Top Speed, Wavies, 180s and more.;EOAD;YouTube;https://www.youtube.com/watch?v=PHQLkucb8s8;29.97;jetski;10;330000;351000;21;9890;10519;630
jetski_clip_15;Stock 2018 Sea Doo Spark Trixx POV! Top Speed, Wavies, 180s and more.;EOAD;YouTube;https://www.youtube.com/watch?v=PHQLkucb8s8;29.97;jetski;10;362000;385000;23;10849;11538;690
kayaking_clip_1;Kayak Raw Footage Ecuador;EOAD;YouTube;https://www.youtube.com/watch?v=M65_9PcX58U;30;kayaking;11;0;30000;30;0;900;901
kayaking_clip_2;Kayak Raw Footage Ecuador;EOAD;YouTube;https://www.youtube.com/watch?v=M65_9PcX58U;30;kayaking;11;31000;57000;26;930;1710;781
kayaking_clip_3;Kayak Raw Footage Ecuador;EOAD;YouTube;https://www.youtube.com/watch?v=M65_9PcX58U;30;kayaking;11;58000;73000;15;1740;2190;451
kayaking_clip_4;Kayak Raw Footage Ecuador;EOAD;YouTube;https://www.youtube.com/watch?v=M65_9PcX58U;30;kayaking;11;109000;133000;24;3270;3990;721
kayaking_clip_5;Kayak Raw Footage Ecuador;EOAD;YouTube;https://www.youtube.com/watch?v=M65_9PcX58U;30;kayaking;11;135000;149000;14;4050;4470;421
kayaking_clip_6;Kayaking Upper Tellico Raw Footage;EOAD;YouTube;https://www.youtube.com/watch?v=LJLAdZDdL28;29.97;kayaking;11;87000;281000;194;2607;8422;5816
kayaking_clip_7;Kayaking Upper Tellico Raw Footage;EOAD;YouTube;https://www.youtube.com/watch?v=LJLAdZDdL28;29.97;kayaking;11;388000;424000;36;11628;12707;1080
kayaking_clip_8;Kayaking Upper Tellico Raw Footage;EOAD;YouTube;https://www.youtube.com/watch?v=LJLAdZDdL28;29.97;kayaking;11;454000;488000;34;13606;14625;1020
kayaking_clip_9;Kayaking Upper Tellico Raw Footage;EOAD;YouTube;https://www.youtube.com/watch?v=LJLAdZDdL28;29.97;kayaking;11;786000;898000;112;23556;26913;3358
kayaking_clip_10;Kayaking Upper Tellico Raw Footage;EOAD;YouTube;https://www.youtube.com/watch?v=LJLAdZDdL28;29.97;kayaking;11;948000;1041000;93;28412;31199;2788
kayaking_clip_11;Kayaking Upper Tellico Raw Footage;EOAD;YouTube;https://www.youtube.com/watch?v=LJLAdZDdL28;29.97;kayaking;11;1133000;1160000;27;33956;34765;810
kayaking_clip_12;Kayaking Upper Tellico Raw Footage;EOAD;YouTube;https://www.youtube.com/watch?v=LJLAdZDdL28;29.97;kayaking;11;1194000;1232000;38;35784;36923;1140
kayaking_clip_13;Kayaking Upper Tellico Raw Footage;EOAD;YouTube;https://www.youtube.com/watch?v=LJLAdZDdL28;29.97;kayaking;11;1257000;1318000;61;37672;39500;1829
kayaking_clip_14;Kayaking Upper Tellico Raw Footage;EOAD;YouTube;https://www.youtube.com/watch?v=LJLAdZDdL28;29.97;kayaking;11;1336000;1457000;121;40040;43666;3627
kayaking_clip_15;Kayaking Upper Tellico Raw Footage;EOAD;YouTube;https://www.youtube.com/watch?v=LJLAdZDdL28;29.97;kayaking;11;1495000;1519000;24;44805;45524;720
kayaking_clip_16;Kayaking Upper Tellico Raw Footage;EOAD;YouTube;https://www.youtube.com/watch?v=LJLAdZDdL28;29.97;kayaking;11;1727000;1744000;17;51758;52268;511
kayaking_clip_17;Kayaking Upper Tellico Raw Footage;EOAD;YouTube;https://www.youtube.com/watch?v=LJLAdZDdL28;29.97;kayaking;11;1999000;2039000;40;59910;61109;1200
kayaking_clip_18;Kayaking Upper Tellico Raw Footage;EOAD;YouTube;https://www.youtube.com/watch?v=LJLAdZDdL28;29.97;kayaking;11;2127000;2268000;141;63746;67972;4227
kayaking_clip_19;Kayaking Upper Tellico Raw Footage;EOAD;YouTube;https://www.youtube.com/watch?v=LJLAdZDdL28;29.97;kayaking;11;2291000;2552000;261;68661;76483;7823
kayaking_clip_20;Kayaking Upper Tellico Raw Footage;EOAD;YouTube;https://www.youtube.com/watch?v=LJLAdZDdL28;29.97;kayaking;11;2621000;2778000;157;78551;83257;4707
kayaking_clip_21;Kayaking Upper Tellico Raw Footage;EOAD;YouTube;https://www.youtube.com/watch?v=LJLAdZDdL28;29.97;kayaking;11;2826000;2875000;49;84695;86164;1470
kayaking_clip_22;Kayaking Upper Tellico Raw Footage;EOAD;YouTube;https://www.youtube.com/watch?v=LJLAdZDdL28;29.97;kayaking;11;3674000;3743000;69;110110;112178;2069
kayaking_clip_23;Kayaking Upper Tellico Raw Footage;EOAD;YouTube;https://www.youtube.com/watch?v=LJLAdZDdL28;29.97;kayaking;11;3801000;3859000;58;113916;115654;1739
kayaking_clip_24;Kayaking Upper Tellico Raw Footage;EOAD;YouTube;https://www.youtube.com/watch?v=LJLAdZDdL28;29.97;kayaking;11;3887000;3912000;25;116493;117243;751
kayaking_clip_25;Kayaking Upper Tellico Raw Footage;EOAD;YouTube;https://www.youtube.com/watch?v=LJLAdZDdL28;29.97;kayaking;11;3942000;3955000;13;118142;118531;390
kayaking_clip_26;Kayaking Upper Tellico Raw Footage;EOAD;YouTube;https://www.youtube.com/watch?v=LJLAdZDdL28;29.97;kayaking;11;4060000;4126000;66;121678;123656;1979
kayaking_clip_27;POV White Water Kayaking Raw Footage (Humbling Experience);EOAD;YouTube;https://www.youtube.com/watch?v=C6DFmzHWT8w;23.98;kayaking;11;77000;106000;29;1846;2542;697
kayaking_clip_28;POV White Water Kayaking Raw Footage (Humbling Experience);EOAD;YouTube;https://www.youtube.com/watch?v=C6DFmzHWT8w;23.98;kayaking;11;106500;115500;9;2554;2770;217
kayaking_clip_29;POV White Water Kayaking Raw Footage (Humbling Experience);EOAD;YouTube;https://www.youtube.com/watch?v=C6DFmzHWT8w;23.98;kayaking;11;116000;122500;6.5;2782;2938;157
kayaking_clip_30;POV White Water Kayaking Raw Footage (Humbling Experience);EOAD;YouTube;https://www.youtube.com/watch?v=C6DFmzHWT8w;23.98;kayaking;11;123000;131000;8;2950;3141;192
kayaking_clip_31;POV White Water Kayaking Raw Footage (Humbling Experience);EOAD;YouTube;https://www.youtube.com/watch?v=C6DFmzHWT8w;23.98;kayaking;11;131800;170500;38.7;3161;4089;929
kayaking_clip_32;POV White Water Kayaking Raw Footage (Humbling Experience);EOAD;YouTube;https://www.youtube.com/watch?v=C6DFmzHWT8w;23.98;kayaking;11;171000;189500;18.5;4101;4544;444
kayaking_clip_33;POV White Water Kayaking Raw Footage (Humbling Experience);EOAD;YouTube;https://www.youtube.com/watch?v=C6DFmzHWT8w;23.98;kayaking;11;200000;218500;18.5;4796;5240;445
kayaking_clip_34;POV White Water Kayaking Raw Footage (Humbling Experience);EOAD;YouTube;https://www.youtube.com/watch?v=C6DFmzHWT8w;23.98;kayaking;11;231700;244000;12.3;5556;5851;296
kayaking_clip_35;POV White Water Kayaking Raw Footage (Humbling Experience);EOAD;YouTube;https://www.youtube.com/watch?v=C6DFmzHWT8w;23.98;kayaking;11;244500;266800;22.3;5863;6398;536
kayaking_clip_36;POV White Water Kayaking Raw Footage (Humbling Experience);EOAD;YouTube;https://www.youtube.com/watch?v=C6DFmzHWT8w;23.98;kayaking;11;284500;325000;40.5;6822;7794;973
kayaking_clip_37;POV White Water Kayaking Raw Footage (Humbling Experience);EOAD;YouTube;https://www.youtube.com/watch?v=C6DFmzHWT8w;23.98;kayaking;11;325500;351000;25.5;7805;8417;613
kayaking_clip_38;POV White Water Kayaking Raw Footage (Humbling Experience);EOAD;YouTube;https://www.youtube.com/watch?v=C6DFmzHWT8w;23.98;kayaking;11;382000;420000;38;9160;10072;913
kayaking_clip_39;POV White Water Kayaking Raw Footage (Humbling Experience);EOAD;YouTube;https://www.youtube.com/watch?v=C6DFmzHWT8w;23.98;kayaking;11;421000;469000;48;10096;11247;1152
kayaking_clip_40;POV White Water Kayaking Raw Footage (Humbling Experience);EOAD;YouTube;https://www.youtube.com/watch?v=C6DFmzHWT8w;23.98;kayaking;11;498000;511800;13.8;11942;12273;332
kayaking_clip_41;POV White Water Kayaking Raw Footage (Humbling Experience);EOAD;YouTube;https://www.youtube.com/watch?v=C6DFmzHWT8w;23.98;kayaking;11;513000;550000;37;12302;13189;888
kayaking_clip_42;POV White Water Kayaking Raw Footage (Humbling Experience);EOAD;YouTube;https://www.youtube.com/watch?v=C6DFmzHWT8w;23.98;kayaking;11;604800;626000;21.2;14503;15011;509
kayaking_clip_43;POV White Water Kayaking Raw Footage (Humbling Experience);EOAD;YouTube;https://www.youtube.com/watch?v=C6DFmzHWT8w;23.98;kayaking;11;666000;686000;20;15971;16450;480
kayaking_clip_44;POV White Water Kayaking Raw Footage (Humbling Experience);EOAD;YouTube;https://www.youtube.com/watch?v=C6DFmzHWT8w;23.98;kayaking;11;716000;746800;30.8;17170;17908;739
kayaking_clip_45;POV White Water Kayaking Raw Footage (Humbling Experience);EOAD;YouTube;https://www.youtube.com/watch?v=C6DFmzHWT8w;23.98;kayaking;11;747500;780300;32.8;17925;18712;788
kayaking_clip_46;POV White Water Kayaking Raw Footage (Humbling Experience);EOAD;YouTube;https://www.youtube.com/watch?v=C6DFmzHWT8w;23.98;kayaking;11;789000;807000;18;18920;19352;433
kayaking_clip_47;2013 Top Yough Race Raw Footage;EOAD;YouTube;https://www.youtube.com/watch?v=aFck7wSZo0Q;29.97;kayaking;11;0;587000;587;0;17592;17593
kayaking_clip_48;EJ Race Run dowd Chutes- GoPro Games 2018;EOAD;YouTube;https://www.youtube.com/watch?v=0ZlB4OtHDEA;29.97;kayaking;11;33000;155000;122;989;4645;3657
kayaking_clip_49;Green Race 2013- Dane Jackson Short Boat;EOAD;YouTube;https://www.youtube.com/watch?v=gS1z9ZwL2sg;29.97;kayaking;11;11000;294000;283;330;8811;8482
kayaking_clip_50;Green Race 2014 Dane Jackson Long Boat;EOAD;YouTube;https://www.youtube.com/watch?v=JWMEDIyY710;29.97;kayaking;11;11000;270000;259;330;8092;7763
kayaking_clip_51;Green Race 2015- Dane Jackson Long Boat 4:13;EOAD;YouTube;https://www.youtube.com/watch?v=aoNn13qHvF8;29.97;kayaking;11;6000;259000;253;180;7762;7583
kayaking_clip_52;Green River Narrows Race 2015 | Dylan McKinney;EOAD;YouTube;https://www.youtube.com/watch?v=obuTzoSgaRU;23.98;kayaking;11;4000;279000;275;96;6690;6595
kayaking_clip_53;Whitewater Grand Prix Stage 3 Class 5 Extreme Creek Race;EOAD;YouTube;https://www.youtube.com/watch?v=Ms3EwZ6gT_s;29.97;kayaking;11;95000;117800;22.8;2847;3530;684
kayaking_clip_54;Whitewater Grand Prix Stage 3 Class 5 Extreme Creek Race;EOAD;YouTube;https://www.youtube.com/watch?v=Ms3EwZ6gT_s;29.97;kayaking;11;128000;212000;84;3836;6354;2519
kitesurfing_clip_1;2017 Kitesurfing raw footage sept surfers paradise;EOAD;YouTube;https://www.youtube.com/watch?v=CwiTYzYXscI;30;kitesurfing;12;0;301000;301;0;9030;9031
kitesurfing_clip_2;GoPro video Chest Mount Kitesurfing in Cornwall;EOAD;YouTube;https://www.youtube.com/watch?v=h9FLflF3O8o;30;kitesurfing;12;63000;207000;144;1890;6210;4321
kitesurfing_clip_3;Kiteboarding movie with the GoPro Hero HD camera;EOAD;YouTube;https://www.youtube.com/watch?v=1SShN4cJ-aU;30;kitesurfing;12;37000;43000;6;1110;1290;181
kitesurfing_clip_4;Kiteboarding movie with the GoPro Hero HD camera;EOAD;YouTube;https://www.youtube.com/watch?v=1SShN4cJ-aU;30;kitesurfing;12;44000;65000;21;1320;1950;631
kitesurfing_clip_5;Kiteboarding movie with the GoPro Hero HD camera;EOAD;YouTube;https://www.youtube.com/watch?v=1SShN4cJ-aU;30;kitesurfing;12;87000;120000;33;2610;3600;991
kitesurfing_clip_6;Kiteboarding movie with the GoPro Hero HD camera;EOAD;YouTube;https://www.youtube.com/watch?v=1SShN4cJ-aU;30;kitesurfing;12;122000;146000;24;3660;4380;721
kitesurfing_clip_7;Kiteboarding movie with the GoPro Hero HD camera;EOAD;YouTube;https://www.youtube.com/watch?v=1SShN4cJ-aU;30;kitesurfing;12;147000;166000;19;4410;4980;571
kitesurfing_clip_8;Kiteboarding movie with the GoPro Hero HD camera;EOAD;YouTube;https://www.youtube.com/watch?v=1SShN4cJ-aU;30;kitesurfing;12;269000;279000;10;8070;8370;301
kitesurfing_clip_9;Kiteboarding movie with the GoPro Hero HD camera;EOAD;YouTube;https://www.youtube.com/watch?v=1SShN4cJ-aU;30;kitesurfing;12;280000;295000;15;8400;8850;451
kitesurfing_clip_10;Kailua Kitesurfing 23 Feb 13;EOAD;YouTube;https://www.youtube.com/watch?v=kxvv-hAslLc;29.97;kitesurfing;12;4000;20700;16.7;120;620;501
kitesurfing_clip_11;Kailua Kitesurfing 23 Feb 13;EOAD;YouTube;https://www.youtube.com/watch?v=kxvv-hAslLc;29.97;kitesurfing;12;23000;82400;59.4;689;2470;1782
kitesurfing_clip_12;Kailua Kitesurfing 23 Feb 13;EOAD;YouTube;https://www.youtube.com/watch?v=kxvv-hAslLc;29.97;kitesurfing;12;83500;111500;28;2502;3342;841
kitesurfing_clip_13;Kailua Kitesurfing 23 Feb 13;EOAD;YouTube;https://www.youtube.com/watch?v=kxvv-hAslLc;29.97;kitesurfing;12;112500;134500;22;3372;4031;660
